,Player,Pos,Squad,Age,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,FK,PassCmp,PassAttm,TotalPassDist,PrgPassDist,ShortCmp,ShortAttm,MedCmp,MedAttm,LongCmp,LongAttm,KeyPasses,FinalThirdPass,PenPass,CrsPA,PrgPassNum,Live,Dead,ThroughBalls,PassUnderPressure,SwitchingPass,Cross,GroundPass,LowPass,HighPass,InterceptedPass,SCA,GCA,Tkl,TklW,TklDef,TklMid,TklAtt,DribTkl,DrbTklAttm,NumPressed,SuccPress,PressDef,PressMid,PressAtt,TotalBlocks,ShotsBlocked,PassesBlocked,PassesIntercepted,Clearances,TouchesDefPen,TouchesDef,TouchesMid,TouchesAtt,TouchesAttPen,LiveTouches,SuccDrib,AttmDrib,PlayersDrib,Nutmegs,Carries,DistCarried,PrgDistCarried,TargetOfPass,PassesRecvd,Miscontrols,Disposessed,Fouls,Recoveries,AerialsWon,AerialsLost
268,Shane Long,FW,Southampton,32.0,1395.0,2.0,2.0,4.7,4.7,1.4,33.0,13.0,0.0,226.0,405.0,2946.0,786.0,15.0,42.0,196.0,323.0,15.0,40.0,15.0,17.0,9.0,4.0,32.0,400.0,5.0,0.0,169.0,8.0,20.0,134.0,146.0,125.0,6.0,31.0,3.0,19.0,15.0,5.0,10.0,4.0,5.0,22.0,315.0,98.0,31.0,120.0,164.0,18.0,4.0,14.0,3.0,12.0,16.0,48.0,256.0,329.0,71.0,606.0,8.0,18.0,9.0,0.0,295.0,1548.0,721.0,885.0,456.0,62.0,27.0,32.0,81.0,114.0,128.0
269,Matthew Longstaff,MF,Newcastle Utd,19.0,575.0,2.0,0.0,0.4,0.4,0.2,4.0,2.0,0.0,193.0,237.0,3607.0,653.0,3.0,8.0,145.0,167.0,45.0,62.0,3.0,12.0,4.0,1.0,13.0,232.0,5.0,0.0,34.0,5.0,2.0,161.0,30.0,46.0,6.0,6.0,1.0,6.0,3.0,3.0,3.0,0.0,1.0,11.0,189.0,34.0,74.0,102.0,13.0,3.0,1.0,2.0,6.0,2.0,9.0,67.0,167.0,48.0,5.0,270.0,5.0,7.0,5.0,0.0,169.0,598.0,228.0,206.0,192.0,4.0,8.0,6.0,57.0,4.0,3.0
270,Sean Longstaff,MF,Newcastle Utd,21.0,1378.0,1.0,1.0,1.0,1.0,1.0,26.0,6.0,3.0,515.0,657.0,10161.0,2464.0,9.0,25.0,381.0,439.0,125.0,193.0,15.0,42.0,4.0,1.0,52.0,605.0,52.0,1.0,120.0,36.0,30.0,425.0,94.0,138.0,8.0,31.0,2.0,43.0,21.0,19.0,20.0,4.0,20.0,54.0,513.0,112.0,208.0,247.0,58.0,31.0,3.0,28.0,21.0,30.0,39.0,222.0,490.0,172.0,9.0,806.0,9.0,14.0,10.0,1.0,479.0,2238.0,890.0,558.0,497.0,18.0,19.0,17.0,170.0,12.0,20.0
271,Dejan Lovren,DF,Liverpool,30.0,777.0,0.0,1.0,0.3,0.3,0.3,5.0,1.0,0.0,530.0,603.0,11986.0,3512.0,1.0,5.0,346.0,370.0,183.0,228.0,1.0,43.0,4.0,0.0,34.0,587.0,16.0,1.0,64.0,16.0,1.0,411.0,80.0,112.0,3.0,5.0,2.0,16.0,9.0,12.0,4.0,0.0,7.0,13.0,80.0,22.0,56.0,22.0,2.0,13.0,6.0,7.0,11.0,81.0,75.0,354.0,407.0,22.0,13.0,715.0,1.0,1.0,1.0,0.0,436.0,2461.0,1420.0,489.0,486.0,2.0,1.0,4.0,107.0,39.0,21.0
272,Matthew Lowton,DF,Burnley,30.0,1530.0,0.0,1.0,0.0,0.0,1.1,0.0,0.0,0.0,497.0,726.0,9807.0,4187.0,8.0,24.0,360.0,440.0,129.0,262.0,12.0,46.0,16.0,4.0,96.0,562.0,164.0,2.0,144.0,20.0,43.0,294.0,162.0,270.0,17.0,17.0,1.0,44.0,24.0,20.0,21.0,3.0,24.0,43.0,202.0,60.0,99.0,74.0,29.0,42.0,9.0,33.0,26.0,79.0,80.0,269.0,476.0,237.0,10.0,769.0,11.0,18.0,11.0,0.0,430.0,2047.0,1196.0,471.0,436.0,11.0,5.0,14.0,135.0,24.0,14.0
273,David Luiz,DF,Arsenal,32.0,2809.0,2.0,1.0,1.8,1.8,1.0,23.0,7.0,7.0,1481.0,1713.0,36775.0,10642.0,10.0,21.0,843.0,894.0,628.0,798.0,4.0,100.0,9.0,1.0,89.0,1611.0,102.0,6.0,251.0,72.0,5.0,1235.0,161.0,317.0,9.0,9.0,4.0,33.0,20.0,22.0,10.0,1.0,10.0,26.0,191.0,66.0,143.0,43.0,5.0,63.0,40.0,23.0,30.0,183.0,392.0,1183.0,972.0,54.0,19.0,1946.0,4.0,9.0,4.0,0.0,1332.0,9431.0,5693.0,1454.0,1427.0,7.0,6.0,30.0,210.0,58.0,34.0
274,Douglas Luiz,MF,Aston Villa,21.0,2612.0,3.0,2.0,2.4,2.4,1.4,39.0,12.0,3.0,984.0,1216.0,20872.0,4811.0,11.0,25.0,660.0,771.0,313.0,420.0,16.0,114.0,20.0,4.0,110.0,1151.0,65.0,2.0,177.0,58.0,24.0,696.0,246.0,274.0,14.0,41.0,2.0,52.0,33.0,34.0,14.0,4.0,19.0,66.0,592.0,155.0,263.0,263.0,66.0,64.0,18.0,46.0,36.0,44.0,109.0,439.0,910.0,300.0,36.0,1458.0,30.0,41.0,34.0,2.0,942.0,6294.0,3396.0,1038.0,926.0,24.0,28.0,51.0,320.0,32.0,33.0
275,John Lundstram,MF,Sheffield Utd,25.0,2458.0,5.0,3.0,5.3,5.3,2.4,44.0,11.0,0.0,966.0,1202.0,18416.0,3844.0,21.0,55.0,722.0,844.0,223.0,303.0,19.0,77.0,31.0,6.0,94.0,1179.0,23.0,4.0,262.0,51.0,55.0,759.0,229.0,214.0,20.0,44.0,6.0,50.0,33.0,22.0,18.0,10.0,19.0,68.0,605.0,172.0,173.0,302.0,130.0,29.0,4.0,25.0,33.0,51.0,57.0,257.0,704.0,617.0,64.0,1466.0,17.0,34.0,20.0,4.0,972.0,5340.0,1931.0,1274.0,1059.0,36.0,21.0,28.0,235.0,26.0,35.0
276,Alexis Mac Allister,"MF,FW",Brighton,20.0,352.0,0.0,0.0,0.4,0.4,0.3,7.0,1.0,1.0,84.0,130.0,1479.0,361.0,1.0,3.0,69.0,87.0,14.0,40.0,5.0,7.0,1.0,1.0,11.0,99.0,31.0,0.0,27.0,3.0,23.0,72.0,26.0,32.0,2.0,11.0,0.0,9.0,4.0,4.0,3.0,2.0,4.0,9.0,105.0,25.0,27.0,51.0,27.0,14.0,1.0,13.0,1.0,1.0,2.0,25.0,72.0,93.0,6.0,152.0,3.0,6.0,4.0,0.0,89.0,431.0,232.0,120.0,94.0,7.0,9.0,4.0,31.0,4.0,4.0
277,James Maddison,MF,Leicester City,22.0,2624.0,6.0,3.0,5.0,5.0,7.2,74.0,18.0,14.0,1282.0,1674.0,25933.0,7769.0,22.0,57.0,892.0,1029.0,368.0,588.0,84.0,155.0,44.0,6.0,238.0,1422.0,252.0,16.0,267.0,93.0,220.0,1051.0,247.0,376.0,36.0,168.0,12.0,56.0,39.0,19.0,23.0,14.0,22.0,69.0,627.0,199.0,160.0,338.0,129.0,21.0,1.0,20.0,10.0,8.0,20.0,212.0,1038.0,877.0,84.0,1779.0,56.0,83.0,58.0,6.0,1455.0,7734.0,3579.0,1651.0,1439.0,46.0,47.0,36.0,218.0,6.0,29.0
278,Harry Maguire,DF,Manchester Utd,26.0,3420.0,1.0,1.0,2.0,2.0,0.5,32.0,8.0,0.0,2127.0,2403.0,46936.0,11786.0,19.0,29.0,1389.0,1513.0,719.0,861.0,16.0,168.0,3.0,0.0,107.0,2327.0,76.0,1.0,362.0,91.0,2.0,1787.0,268.0,348.0,21.0,30.0,0.0,44.0,27.0,25.0,18.0,1.0,14.0,36.0,240.0,90.0,155.0,77.0,8.0,45.0,25.0,20.0,75.0,246.0,428.0,1430.0,1472.0,167.0,57.0,2756.0,10.0,13.0,10.0,0.0,1833.0,14285.0,8408.0,1959.0,1915.0,7.0,10.0,33.0,434.0,193.0,68.0
279,Riyad Mahrez,FW,Manchester City,28.0,1944.0,11.0,9.0,7.2,6.5,9.0,73.0,30.0,6.0,1009.0,1188.0,18595.0,4424.0,17.0,42.0,782.0,863.0,210.0,283.0,58.0,53.0,71.0,8.0,147.0,1113.0,75.0,23.0,202.0,50.0,88.0,890.0,138.0,160.0,19.0,137.0,30.0,32.0,21.0,9.0,13.0,10.0,13.0,48.0,394.0,111.0,72.0,154.0,168.0,38.0,1.0,37.0,19.0,7.0,24.0,122.0,602.0,876.0,149.0,1401.0,60.0,94.0,61.0,1.0,1154.0,7920.0,4574.0,1367.0,1154.0,33.0,38.0,13.0,140.0,10.0,23.0
280,Ainsley Maitland-Niles,DF,Arsenal,21.0,1386.0,0.0,2.0,0.3,0.3,1.4,4.0,1.0,0.0,825.0,999.0,14109.0,4763.0,18.0,41.0,670.0,750.0,137.0,208.0,10.0,50.0,13.0,5.0,75.0,816.0,183.0,0.0,159.0,14.0,17.0,630.0,231.0,138.0,24.0,20.0,2.0,41.0,27.0,30.0,9.0,2.0,14.0,42.0,297.0,84.0,179.0,86.0,32.0,29.0,5.0,24.0,29.0,41.0,74.0,450.0,569.0,230.0,18.0,1002.0,22.0,44.0,25.0,2.0,727.0,3895.0,2257.0,768.0,731.0,13.0,16.0,15.0,131.0,14.0,13.0
281,Sadio Mané,FW,Liverpool,27.0,2747.0,18.0,7.0,13.5,13.5,7.0,76.0,36.0,0.0,933.0,1162.0,15607.0,3859.0,25.0,69.0,755.0,888.0,153.0,205.0,56.0,65.0,66.0,11.0,132.0,1141.0,21.0,10.0,245.0,26.0,49.0,766.0,243.0,153.0,29.0,107.0,15.0,50.0,35.0,13.0,23.0,14.0,15.0,46.0,504.0,153.0,106.0,167.0,231.0,30.0,1.0,29.0,14.0,5.0,13.0,125.0,627.0,1002.0,221.0,1572.0,76.0,116.0,84.0,6.0,1248.0,9671.0,5435.0,1843.0,1275.0,85.0,72.0,46.0,169.0,35.0,79.0
282,Javier Manquillo,DF,Newcastle Utd,25.0,1599.0,0.0,1.0,0.1,0.1,0.4,1.0,0.0,0.0,452.0,632.0,7518.0,2821.0,13.0,35.0,372.0,463.0,67.0,134.0,6.0,27.0,5.0,4.0,61.0,502.0,130.0,0.0,104.0,13.0,45.0,313.0,126.0,193.0,9.0,14.0,3.0,47.0,32.0,32.0,11.0,4.0,24.0,39.0,220.0,71.0,120.0,77.0,23.0,35.0,5.0,30.0,20.0,60.0,77.0,319.0,324.0,212.0,14.0,685.0,13.0,20.0,14.0,0.0,406.0,2320.0,1351.0,458.0,401.0,15.0,8.0,19.0,119.0,18.0,22.0
283,Solly March,"DF,FW",Brighton,25.0,1143.0,0.0,1.0,1.4,1.4,0.7,21.0,8.0,1.0,435.0,601.0,8085.0,2327.0,3.0,28.0,343.0,404.0,89.0,169.0,13.0,18.0,20.0,7.0,69.0,516.0,85.0,0.0,129.0,33.0,64.0,325.0,115.0,161.0,11.0,32.0,2.0,26.0,17.0,16.0,8.0,2.0,9.0,21.0,158.0,44.0,54.0,57.0,47.0,22.0,3.0,19.0,21.0,19.0,22.0,139.0,317.0,363.0,47.0,675.0,18.0,30.0,19.0,1.0,518.0,3774.0,2173.0,585.0,484.0,12.0,28.0,11.0,99.0,15.0,15.0
284,Pablo Marí,DF,Arsenal,25.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,91.0,1746.0,362.0,0.0,2.0,50.0,51.0,31.0,38.0,0.0,4.0,0.0,0.0,4.0,90.0,1.0,0.0,4.0,3.0,0.0,61.0,15.0,15.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,11.0,3.0,6.0,4.0,1.0,1.0,0.0,1.0,1.0,14.0,21.0,52.0,65.0,1.0,0.0,110.0,0.0,0.0,0.0,0.0,70.0,503.0,335.0,82.0,81.0,0.0,0.0,2.0,8.0,4.0,3.0
285,Adrian Mariappa,DF,Watford,32.0,1513.0,0.0,0.0,0.2,0.2,0.4,3.0,0.0,0.0,426.0,585.0,8470.0,3770.0,9.0,18.0,296.0,359.0,121.0,208.0,4.0,32.0,3.0,3.0,70.0,451.0,134.0,1.0,73.0,12.0,21.0,253.0,121.0,211.0,6.0,10.0,1.0,25.0,12.0,18.0,5.0,2.0,11.0,38.0,197.0,57.0,114.0,64.0,19.0,35.0,9.0,26.0,10.0,93.0,84.0,315.0,344.0,121.0,5.0,628.0,1.0,3.0,2.0,0.0,315.0,1046.0,433.0,346.0,330.0,5.0,3.0,20.0,133.0,41.0,32.0
286,Anthony Martial,FW,Manchester Utd,23.0,2624.0,17.0,6.0,11.0,10.2,4.2,79.0,38.0,0.0,575.0,721.0,8011.0,1716.0,25.0,69.0,496.0,582.0,54.0,70.0,31.0,36.0,33.0,1.0,67.0,692.0,29.0,5.0,203.0,3.0,11.0,587.0,94.0,40.0,14.0,92.0,18.0,15.0,12.0,1.0,4.0,10.0,1.0,13.0,379.0,108.0,23.0,128.0,228.0,19.0,1.0,18.0,4.0,16.0,18.0,51.0,400.0,694.0,188.0,1048.0,64.0,104.0,66.0,2.0,892.0,5737.0,3210.0,1399.0,897.0,66.0,68.0,28.0,76.0,21.0,61.0
287,David Martin,GK,West Ham,33.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,124.0,2858.0,2411.0,0.0,0.0,7.0,7.0,48.0,117.0,0.0,2.0,0.0,0.0,0.0,61.0,63.0,0.0,14.0,1.0,0.0,14.0,5.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,117.0,134.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,44.0,254.0,162.0,31.0,31.0,0.0,0.0,0.0,20.0,0.0,0.0
288,Josh Martin,FW,Norwich City,17.0,37.0,0.0,0.0,0.2,0.2,0.0,1.0,1.0,0.0,12.0,16.0,138.0,29.0,0.0,1.0,12.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,7.0,0.0,0.0,13.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,6.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,12.0,5.0,1.0,20.0,1.0,1.0,1.0,0.0,16.0,123.0,21.0,20.0,15.0,1.0,1.0,1.0,3.0,0.0,0.0
289,Martinelli,FW,Arsenal,18.0,663.0,3.0,0.0,2.2,2.2,0.2,12.0,5.0,0.0,86.0,138.0,1242.0,373.0,2.0,13.0,75.0,109.0,9.0,16.0,2.0,2.0,6.0,1.0,11.0,136.0,2.0,1.0,41.0,1.0,22.0,78.0,32.0,28.0,5.0,8.0,0.0,23.0,13.0,12.0,9.0,2.0,6.0,17.0,247.0,69.0,88.0,101.0,58.0,20.0,1.0,19.0,3.0,7.0,10.0,62.0,111.0,131.0,40.0,273.0,12.0,30.0,13.0,0.0,190.0,1839.0,1243.0,311.0,181.0,24.0,21.0,9.0,34.0,7.0,32.0
290,Emiliano Martínez,GK,Arsenal,26.0,771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,293.0,5765.0,3162.0,4.0,5.0,123.0,124.0,85.0,164.0,0.0,6.0,0.0,0.0,0.0,211.0,82.0,1.0,29.0,7.0,0.0,171.0,10.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,308.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,148.0,589.0,303.0,135.0,135.0,0.0,0.0,0.0,39.0,0.0,0.0
291,Adam Masina,DF,Watford,25.0,1821.0,1.0,0.0,0.7,0.7,0.6,15.0,3.0,1.0,582.0,934.0,11968.0,6034.0,11.0,47.0,419.0,526.0,152.0,361.0,13.0,57.0,15.0,12.0,131.0,716.0,218.0,0.0,162.0,39.0,68.0,322.0,172.0,440.0,8.0,20.0,1.0,40.0,25.0,26.0,11.0,3.0,14.0,45.0,262.0,77.0,119.0,105.0,38.0,41.0,13.0,28.0,28.0,99.0,102.0,392.0,567.0,269.0,21.0,973.0,11.0,18.0,11.0,0.0,535.0,2659.0,1350.0,569.0,524.0,11.0,13.0,26.0,229.0,66.0,29.0
292,Arthur Masuaku,DF,West Ham,25.0,937.0,0.0,1.0,0.1,0.1,1.0,5.0,2.0,0.0,472.0,588.0,7530.0,2993.0,12.0,33.0,396.0,449.0,64.0,106.0,6.0,27.0,5.0,3.0,51.0,500.0,88.0,1.0,140.0,18.0,25.0,383.0,112.0,93.0,10.0,10.0,1.0,43.0,27.0,28.0,12.0,3.0,11.0,30.0,223.0,65.0,128.0,81.0,14.0,29.0,3.0,26.0,13.0,29.0,52.0,239.0,385.0,177.0,14.0,659.0,31.0,39.0,31.0,1.0,489.0,3263.0,2052.0,463.0,424.0,9.0,23.0,10.0,112.0,11.0,10.0
293,Juan Mata,"MF,FW",Manchester Utd,31.0,758.0,0.0,2.0,1.2,1.2,1.9,9.0,1.0,2.0,442.0,523.0,7006.0,1623.0,6.0,24.0,376.0,404.0,60.0,95.0,19.0,41.0,18.0,2.0,46.0,494.0,29.0,2.0,116.0,11.0,23.0,377.0,67.0,79.0,6.0,38.0,2.0,8.0,7.0,2.0,4.0,2.0,2.0,13.0,118.0,35.0,18.0,54.0,46.0,7.0,1.0,6.0,0.0,1.0,3.0,36.0,319.0,267.0,33.0,560.0,5.0,12.0,7.0,0.0,459.0,2238.0,1121.0,605.0,489.0,10.0,12.0,7.0,48.0,3.0,7.0
294,Nemanja Matić,MF,Manchester Utd,30.0,1581.0,0.0,2.0,0.2,0.2,1.3,7.0,2.0,0.0,1095.0,1240.0,20186.0,5087.0,9.0,27.0,850.0,925.0,236.0,288.0,17.0,118.0,12.0,1.0,100.0,1210.0,30.0,1.0,220.0,30.0,3.0,979.0,125.0,136.0,17.0,43.0,4.0,41.0,21.0,18.0,22.0,1.0,9.0,33.0,276.0,79.0,103.0,151.0,22.0,33.0,9.0,24.0,23.0,35.0,55.0,390.0,903.0,246.0,9.0,1388.0,23.0,29.0,24.0,0.0,1002.0,6310.0,3689.0,1053.0,1014.0,10.0,24.0,27.0,242.0,27.0,18.0
295,Joël Matip,DF,Liverpool,27.0,703.0,1.0,0.0,0.3,0.3,0.0,4.0,1.0,0.0,448.0,514.0,10265.0,3136.0,1.0,3.0,285.0,311.0,162.0,200.0,0.0,44.0,2.0,0.0,39.0,498.0,16.0,0.0,74.0,13.0,1.0,384.0,62.0,68.0,7.0,5.0,0.0,13.0,9.0,5.0,6.0,2.0,5.0,12.0,64.0,27.0,35.0,27.0,2.0,7.0,3.0,4.0,13.0,76.0,48.0,276.0,365.0,34.0,10.0,610.0,2.0,2.0,2.0,0.0,398.0,2513.0,1768.0,412.0,408.0,1.0,2.0,7.0,92.0,46.0,5.0
296,Neal Maupay,FW,Brighton,22.0,2766.0,10.0,3.0,11.2,9.7,2.5,90.0,34.0,0.0,540.0,688.0,8462.0,1458.0,28.0,63.0,426.0,515.0,86.0,110.0,26.0,28.0,27.0,3.0,59.0,624.0,64.0,3.0,181.0,13.0,12.0,491.0,145.0,52.0,20.0,71.0,7.0,28.0,17.0,8.0,13.0,7.0,8.0,36.0,703.0,185.0,70.0,278.0,355.0,31.0,4.0,27.0,5.0,7.0,16.0,79.0,445.0,597.0,190.0,999.0,34.0,70.0,36.0,1.0,774.0,5005.0,2541.0,1440.0,763.0,57.0,70.0,37.0,141.0,17.0,85.0
297,James McArthur,MF,Crystal Palace,31.0,3090.0,0.0,3.0,2.4,2.4,2.6,29.0,6.0,0.0,1153.0,1474.0,20354.0,6398.0,33.0,87.0,901.0,1056.0,219.0,331.0,33.0,129.0,24.0,3.0,145.0,1404.0,70.0,4.0,371.0,22.0,42.0,994.0,219.0,261.0,23.0,60.0,9.0,110.0,70.0,50.0,46.0,14.0,36.0,106.0,932.0,263.0,368.0,438.0,126.0,97.0,24.0,73.0,61.0,57.0,109.0,478.0,1038.0,519.0,104.0,1868.0,32.0,49.0,33.0,1.0,1249.0,6660.0,3185.0,1347.0,1178.0,42.0,44.0,56.0,345.0,44.0,61.0
298,Oliver McBurnie,FW,Sheffield Utd,23.0,2113.0,6.0,0.0,7.7,7.7,1.5,49.0,24.0,0.0,407.0,630.0,5909.0,1562.0,16.0,51.0,350.0,512.0,41.0,67.0,12.0,27.0,13.0,0.0,50.0,614.0,16.0,0.0,265.0,3.0,10.0,276.0,179.0,175.0,14.0,28.0,2.0,35.0,21.0,9.0,20.0,6.0,7.0,39.0,619.0,150.0,57.0,291.0,271.0,33.0,3.0,30.0,18.0,43.0,50.0,114.0,403.0,462.0,114.0,917.0,25.0,44.0,26.0,1.0,436.0,2469.0,1228.0,1211.0,636.0,52.0,41.0,28.0,141.0,188.0,193.0
299,Alex McCarthy,GK,Southampton,29.0,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,815.0,17431.0,12921.0,1.0,2.0,163.0,168.0,277.0,645.0,1.0,27.0,1.0,0.0,0.0,535.0,280.0,0.0,99.0,34.0,0.0,215.0,46.0,554.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,892.0,6.0,0.0,0.0,617.0,2.0,2.0,2.0,0.0,392.0,1923.0,1058.0,354.0,353.0,1.0,0.0,1.0,117.0,0.0,0.0
300,James McCarthy,MF,Crystal Palace,28.0,1680.0,0.0,0.0,0.5,0.5,0.9,11.0,3.0,0.0,630.0,818.0,12696.0,3516.0,29.0,49.0,444.0,510.0,157.0,259.0,18.0,62.0,8.0,0.0,81.0,746.0,72.0,0.0,138.0,50.0,35.0,466.0,133.0,219.0,11.0,28.0,3.0,77.0,42.0,33.0,37.0,7.0,30.0,69.0,419.0,125.0,163.0,208.0,48.0,35.0,5.0,30.0,27.0,19.0,35.0,238.0,623.0,205.0,16.0,948.0,6.0,11.0,9.0,2.0,517.0,2434.0,894.0,606.0,539.0,11.0,15.0,31.0,244.0,15.0,18.0
301,John McGinn,MF,Aston Villa,24.0,2312.0,3.0,3.0,3.9,3.9,2.4,55.0,19.0,0.0,584.0,772.0,13624.0,3881.0,13.0,38.0,360.0,435.0,211.0,299.0,40.0,71.0,30.0,8.0,113.0,700.0,72.0,3.0,168.0,74.0,64.0,446.0,113.0,213.0,10.0,93.0,9.0,59.0,41.0,24.0,22.0,13.0,20.0,66.0,508.0,144.0,137.0,254.0,117.0,32.0,2.0,30.0,25.0,20.0,43.0,214.0,534.0,442.0,76.0,1043.0,53.0,69.0,55.0,0.0,770.0,5347.0,2802.0,826.0,684.0,37.0,57.0,37.0,205.0,23.0,30.0
302,David McGoldrick,FW,Sheffield Utd,31.0,1815.0,2.0,2.0,7.1,7.1,2.1,46.0,19.0,0.0,475.0,623.0,7899.0,1289.0,8.0,30.0,394.0,483.0,73.0,110.0,16.0,27.0,9.0,3.0,36.0,609.0,14.0,4.0,167.0,18.0,8.0,406.0,117.0,100.0,10.0,35.0,4.0,42.0,26.0,10.0,23.0,9.0,5.0,17.0,460.0,118.0,46.0,241.0,173.0,20.0,3.0,17.0,3.0,24.0,25.0,95.0,417.0,425.0,66.0,881.0,31.0,47.0,34.0,2.0,566.0,3071.0,1269.0,1088.0,657.0,57.0,31.0,29.0,112.0,73.0,120.0
303,Michael McGovern,GK,Norwich City,35.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,51.0,826.0,541.0,2.0,2.0,16.0,16.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,32.0,19.0,0.0,5.0,2.0,0.0,24.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,57.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,22.0,94.0,47.0,20.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0
304,Kenny McLean,MF,Norwich City,27.0,2968.0,1.0,1.0,1.4,1.4,2.1,30.0,10.0,2.0,1324.0,1689.0,23421.0,7801.0,33.0,72.0,1039.0,1215.0,252.0,402.0,26.0,130.0,19.0,5.0,161.0,1600.0,89.0,4.0,378.0,58.0,53.0,1077.0,324.0,288.0,36.0,58.0,2.0,48.0,31.0,26.0,18.0,4.0,16.0,53.0,589.0,160.0,226.0,278.0,85.0,47.0,8.0,39.0,38.0,69.0,108.0,569.0,1138.0,460.0,27.0,1950.0,34.0,49.0,36.0,5.0,1309.0,7147.0,3555.0,1623.0,1403.0,40.0,38.0,24.0,327.0,87.0,87.0
305,Dwight McNeil,MF,Burnley,19.0,3338.0,2.0,6.0,2.2,2.2,6.7,48.0,14.0,10.0,874.0,1277.0,16968.0,5382.0,16.0,87.0,648.0,780.0,210.0,410.0,55.0,92.0,42.0,29.0,147.0,1151.0,126.0,4.0,295.0,109.0,256.0,740.0,159.0,378.0,23.0,102.0,14.0,55.0,28.0,20.0,22.0,13.0,17.0,68.0,734.0,178.0,208.0,334.0,192.0,71.0,6.0,65.0,28.0,34.0,50.0,292.0,858.0,748.0,51.0,1575.0,79.0,134.0,83.0,6.0,1276.0,11287.0,5734.0,1236.0,1037.0,39.0,81.0,29.0,327.0,27.0,27.0
306,Scott McTominay,MF,Manchester Utd,22.0,1772.0,4.0,1.0,1.5,1.5,0.7,30.0,10.0,0.0,816.0,995.0,16600.0,4078.0,10.0,27.0,586.0,684.0,220.0,284.0,14.0,88.0,11.0,2.0,88.0,966.0,29.0,2.0,158.0,47.0,14.0,745.0,111.0,139.0,21.0,35.0,3.0,50.0,31.0,20.0,26.0,4.0,17.0,38.0,262.0,84.0,94.0,138.0,30.0,39.0,6.0,33.0,33.0,52.0,69.0,323.0,780.0,259.0,23.0,1268.0,31.0,47.0,35.0,5.0,910.0,5092.0,2440.0,915.0,850.0,24.0,32.0,36.0,237.0,42.0,29.0
307,Ben Mee,DF,Burnley,29.0,2880.0,1.0,1.0,1.7,1.7,0.6,18.0,5.0,0.0,875.0,1172.0,20667.0,7937.0,7.0,19.0,527.0,598.0,341.0,555.0,6.0,59.0,1.0,0.0,64.0,1114.0,58.0,0.0,225.0,37.0,2.0,642.0,149.0,381.0,8.0,21.0,2.0,35.0,16.0,23.0,12.0,0.0,19.0,36.0,176.0,56.0,108.0,62.0,6.0,64.0,34.0,30.0,44.0,279.0,235.0,854.0,768.0,54.0,38.0,1553.0,6.0,7.0,6.0,1.0,774.0,3265.0,1331.0,815.0,785.0,6.0,3.0,26.0,343.0,143.0,78.0
308,Benjamin Mendy,DF,Manchester City,25.0,1492.0,0.0,2.0,0.3,0.3,1.4,10.0,1.0,0.0,1108.0,1285.0,19843.0,5799.0,12.0,37.0,927.0,1014.0,169.0,234.0,20.0,55.0,38.0,20.0,153.0,1158.0,127.0,0.0,159.0,33.0,86.0,900.0,225.0,160.0,18.0,36.0,6.0,22.0,17.0,9.0,8.0,5.0,10.0,29.0,142.0,41.0,59.0,52.0,31.0,21.0,2.0,19.0,17.0,43.0,33.0,237.0,710.0,552.0,11.0,1294.0,23.0,31.0,24.0,5.0,983.0,4367.0,2699.0,1123.0,1067.0,6.0,16.0,12.0,122.0,17.0,16.0
