,Player,Pos,Squad,Age,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,FK,PassCmp,PassAttm,TotalPassDist,PrgPassDist,ShortCmp,ShortAttm,MedCmp,MedAttm,LongCmp,LongAttm,KeyPasses,FinalThirdPass,PenPass,CrsPA,PrgPassNum,Live,Dead,ThroughBalls,PassUnderPressure,SwitchingPass,Cross,GroundPass,LowPass,HighPass,InterceptedPass,SCA,GCA,Tkl,TklW,TklDef,TklMid,TklAtt,DribTkl,DrbTklAttm,NumPressed,SuccPress,PressDef,PressMid,PressAtt,TotalBlocks,ShotsBlocked,PassesBlocked,PassesIntercepted,Clearances,TouchesDefPen,TouchesDef,TouchesMid,TouchesAtt,TouchesAttPen,LiveTouches,SuccDrib,AttmDrib,PlayersDrib,Nutmegs,Carries,DistCarried,PrgDistCarried,TargetOfPass,PassesRecvd,Miscontrols,Disposessed,Fouls,Recoveries,AerialsWon,AerialsLost
138,Naïs Djouahra,FW,Real Sociedad,19.0,29.0,0.0,1.0,0.1,0.1,0.2,1.0,0.0,0.0,15.0,23.0,232.0,79.0,1.0,1.0,12.0,18.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,23.0,0.0,0.0,4.0,2.0,5.0,15.0,4.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,14.0,2.0,25.0,1.0,2.0,2.0,0.0,23.0,145.0,111.0,23.0,23.0,0.0,0.0,1.0,2.0,2.0,0.0
139,Marko Dmitrović,GK,Eibar,27.0,3150.0,0.0,0.0,0.4,0.4,0.0,1.0,1.0,0.0,479.0,1062.0,24007.0,19172.0,1.0,1.0,117.0,120.0,361.0,941.0,1.0,62.0,2.0,0.0,1.0,640.0,422.0,0.0,60.0,50.0,0.0,175.0,39.0,848.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,931.0,1146.0,13.0,2.0,2.0,742.0,1.0,1.0,1.0,0.0,495.0,3205.0,1907.0,364.0,360.0,0.0,0.0,1.0,205.0,0.0,0.0
140,Jaume Doménech,GK,Valencia,28.0,1324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,457.0,10025.0,7221.0,3.0,3.0,140.0,140.0,157.0,314.0,0.0,3.0,0.0,0.0,0.0,276.0,181.0,0.0,48.0,14.0,0.0,156.0,37.0,264.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,457.0,500.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,213.0,867.0,505.0,169.0,168.0,0.0,0.0,0.0,68.0,0.0,0.0
141,Domingos Duarte,DF,Granada,24.0,3087.0,3.0,1.0,1.2,1.2,0.1,10.0,4.0,0.0,970.0,1218.0,23651.0,7528.0,5.0,16.0,564.0,637.0,401.0,565.0,2.0,67.0,5.0,1.0,101.0,1117.0,101.0,0.0,173.0,52.0,1.0,721.0,156.0,341.0,4.0,5.0,1.0,35.0,21.0,27.0,8.0,0.0,7.0,16.0,209.0,75.0,125.0,82.0,2.0,49.0,24.0,25.0,31.0,234.0,251.0,899.0,710.0,45.0,21.0,1470.0,6.0,9.0,8.0,2.0,781.0,4886.0,2652.0,854.0,829.0,8.0,0.0,39.0,297.0,87.0,47.0
142,Óscar Duarte,DF,Levante,30.0,485.0,0.0,0.0,0.2,0.2,0.0,4.0,1.0,0.0,190.0,221.0,4634.0,1633.0,0.0,0.0,106.0,116.0,84.0,105.0,0.0,5.0,0.0,0.0,7.0,211.0,10.0,0.0,21.0,13.0,0.0,143.0,25.0,53.0,0.0,4.0,1.0,11.0,7.0,10.0,1.0,0.0,2.0,3.0,49.0,19.0,34.0,14.0,1.0,11.0,6.0,5.0,7.0,45.0,79.0,207.0,98.0,8.0,6.0,289.0,1.0,1.0,1.0,0.0,161.0,908.0,457.0,181.0,179.0,0.0,1.0,10.0,38.0,13.0,14.0
143,Rubén Duarte,DF,Alavés,23.0,2663.0,0.0,1.0,1.3,1.3,1.0,20.0,8.0,0.0,933.0,1310.0,17336.0,8840.0,14.0,44.0,745.0,901.0,174.0,365.0,11.0,91.0,16.0,8.0,173.0,971.0,339.0,0.0,229.0,27.0,67.0,549.0,265.0,496.0,18.0,36.0,6.0,69.0,38.0,41.0,23.0,5.0,30.0,55.0,348.0,104.0,153.0,149.0,46.0,62.0,9.0,53.0,46.0,128.0,97.0,538.0,829.0,346.0,33.0,1323.0,4.0,10.0,5.0,0.0,745.0,3688.0,1863.0,791.0,730.0,14.0,16.0,45.0,289.0,58.0,49.0
144,Hugo Duro,"FW,MF",Getafe,19.0,378.0,1.0,1.0,1.0,1.0,0.3,6.0,3.0,0.0,50.0,84.0,593.0,149.0,9.0,13.0,38.0,61.0,3.0,10.0,3.0,4.0,1.0,0.0,3.0,80.0,4.0,1.0,26.0,0.0,4.0,36.0,27.0,21.0,3.0,7.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,8.0,98.0,29.0,5.0,55.0,38.0,4.0,0.0,4.0,1.0,2.0,4.0,15.0,58.0,80.0,24.0,142.0,0.0,1.0,0.0,0.0,73.0,366.0,178.0,202.0,97.0,18.0,11.0,11.0,23.0,14.0,38.0
145,Aritz Elustondo,DF,Real Sociedad,25.0,1510.0,0.0,1.0,0.7,0.7,0.2,8.0,1.0,0.0,802.0,935.0,17054.0,4653.0,2.0,14.0,571.0,632.0,229.0,289.0,3.0,55.0,3.0,3.0,62.0,881.0,54.0,0.0,110.0,27.0,6.0,685.0,71.0,179.0,11.0,10.0,3.0,31.0,13.0,19.0,11.0,1.0,13.0,26.0,140.0,39.0,75.0,59.0,6.0,28.0,9.0,19.0,16.0,122.0,147.0,561.0,614.0,56.0,15.0,1094.0,2.0,5.0,2.0,0.0,694.0,4755.0,2444.0,722.0,709.0,2.0,6.0,12.0,185.0,72.0,30.0
146,Rodrigo Ely,DF,Alavés,25.0,2121.0,2.0,0.0,0.7,0.7,0.1,6.0,3.0,0.0,667.0,839.0,16672.0,5747.0,4.0,15.0,380.0,426.0,283.0,398.0,1.0,27.0,0.0,0.0,37.0,799.0,40.0,0.0,105.0,43.0,2.0,457.0,117.0,265.0,4.0,2.0,0.0,27.0,16.0,18.0,9.0,0.0,10.0,27.0,160.0,49.0,112.0,47.0,1.0,38.0,20.0,18.0,39.0,178.0,159.0,635.0,496.0,22.0,15.0,1075.0,4.0,4.0,4.0,0.0,528.0,2576.0,983.0,569.0,544.0,3.0,8.0,34.0,268.0,81.0,34.0
147,Adri Embarba,"MF,FW",Espanyol,27.0,1371.0,2.0,4.0,2.8,2.1,1.8,37.0,14.0,12.0,246.0,442.0,4591.0,1268.0,9.0,35.0,181.0,243.0,56.0,164.0,18.0,17.0,16.0,7.0,40.0,373.0,69.0,3.0,104.0,27.0,110.0,192.0,97.0,153.0,5.0,33.0,4.0,28.0,18.0,16.0,8.0,4.0,12.0,34.0,322.0,95.0,85.0,144.0,93.0,37.0,4.0,33.0,16.0,6.0,15.0,108.0,293.0,342.0,31.0,611.0,35.0,70.0,40.0,3.0,469.0,3995.0,2464.0,617.0,414.0,38.0,33.0,24.0,107.0,12.0,38.0
148,Emerson,DF,Betis,20.0,2839.0,3.0,6.0,1.2,1.2,4.1,23.0,4.0,0.0,1288.0,1603.0,21614.0,7386.0,37.0,114.0,1045.0,1187.0,206.0,302.0,30.0,56.0,50.0,21.0,147.0,1288.0,315.0,1.0,291.0,39.0,80.0,919.0,382.0,302.0,24.0,57.0,8.0,83.0,45.0,54.0,23.0,6.0,25.0,73.0,470.0,118.0,223.0,164.0,83.0,57.0,9.0,48.0,33.0,80.0,101.0,595.0,874.0,673.0,96.0,1719.0,21.0,40.0,22.0,2.0,1234.0,7271.0,4588.0,1340.0,1221.0,44.0,37.0,46.0,236.0,65.0,37.0
149,Youssef En-Nesyri,FW,Leganés,22.0,1385.0,4.0,2.0,3.9,3.9,0.8,39.0,18.0,0.0,163.0,266.0,2478.0,501.0,8.0,25.0,131.0,196.0,24.0,45.0,7.0,3.0,10.0,3.0,16.0,255.0,11.0,0.0,89.0,10.0,10.0,114.0,79.0,73.0,5.0,22.0,4.0,8.0,5.0,2.0,0.0,6.0,2.0,17.0,295.0,50.0,25.0,155.0,115.0,17.0,2.0,15.0,4.0,19.0,21.0,38.0,211.0,248.0,71.0,458.0,17.0,35.0,19.0,3.0,253.0,1686.0,998.0,744.0,335.0,42.0,26.0,21.0,61.0,60.0,91.0
150,Youssef En-Nesyri,FW,Sevilla,22.0,796.0,4.0,0.0,3.7,3.7,0.2,21.0,8.0,0.0,103.0,157.0,1558.0,226.0,2.0,13.0,90.0,125.0,11.0,19.0,4.0,4.0,1.0,0.0,6.0,144.0,13.0,0.0,50.0,0.0,6.0,76.0,49.0,32.0,3.0,6.0,0.0,8.0,6.0,1.0,7.0,0.0,1.0,9.0,191.0,52.0,28.0,91.0,72.0,8.0,2.0,6.0,5.0,7.0,9.0,29.0,145.0,103.0,43.0,248.0,6.0,14.0,6.0,0.0,136.0,855.0,498.0,345.0,188.0,24.0,18.0,16.0,27.0,37.0,43.0
151,Sergi Enrich,FW,Eibar,29.0,1865.0,1.0,4.0,2.6,2.6,1.4,30.0,6.0,0.0,377.0,527.0,5236.0,727.0,19.0,46.0,320.0,422.0,38.0,59.0,8.0,16.0,6.0,0.0,16.0,498.0,29.0,0.0,179.0,7.0,8.0,231.0,160.0,136.0,7.0,19.0,5.0,21.0,17.0,5.0,8.0,8.0,0.0,13.0,446.0,137.0,25.0,175.0,246.0,30.0,4.0,26.0,10.0,13.0,14.0,49.0,342.0,374.0,84.0,717.0,9.0,12.0,10.0,3.0,357.0,1309.0,351.0,1062.0,527.0,61.0,27.0,60.0,105.0,100.0,170.0
152,Javier Eraso,"MF,FW",Leganés,29.0,815.0,0.0,0.0,0.5,0.5,0.6,10.0,4.0,1.0,215.0,280.0,3354.0,667.0,9.0,18.0,177.0,211.0,29.0,51.0,8.0,8.0,5.0,3.0,20.0,250.0,30.0,1.0,60.0,7.0,34.0,158.0,58.0,64.0,1.0,14.0,0.0,9.0,8.0,3.0,4.0,2.0,4.0,16.0,200.0,51.0,48.0,98.0,54.0,15.0,0.0,15.0,8.0,10.0,5.0,37.0,195.0,172.0,29.0,358.0,3.0,6.0,3.0,1.0,239.0,1093.0,488.0,356.0,252.0,20.0,24.0,18.0,58.0,10.0,25.0
153,Gonzalo Escalante,MF,Eibar,26.0,1674.0,0.0,1.0,1.7,1.7,0.7,23.0,5.0,0.0,474.0,657.0,8866.0,2443.0,6.0,30.0,365.0,455.0,103.0,172.0,8.0,49.0,11.0,2.0,69.0,639.0,18.0,0.0,138.0,19.0,16.0,321.0,146.0,190.0,7.0,17.0,3.0,41.0,29.0,13.0,24.0,4.0,17.0,38.0,323.0,101.0,79.0,189.0,55.0,35.0,5.0,30.0,31.0,31.0,32.0,134.0,530.0,226.0,33.0,833.0,18.0,24.0,21.0,0.0,424.0,2167.0,933.0,512.0,431.0,14.0,13.0,31.0,252.0,49.0,51.0
154,Aarón Escandell,GK,Granada,23.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,128.0,2885.0,2005.0,0.0,0.0,33.0,33.0,44.0,95.0,0.0,6.0,0.0,0.0,0.0,90.0,38.0,0.0,4.0,3.0,0.0,43.0,7.0,78.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,132.0,1.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,68.0,425.0,285.0,45.0,45.0,0.0,0.0,0.0,38.0,0.0,0.0
155,Sergio Escudero,DF,Sevilla,29.0,773.0,1.0,0.0,0.8,0.8,0.5,8.0,6.0,0.0,475.0,592.0,8427.0,3453.0,8.0,18.0,407.0,460.0,60.0,114.0,6.0,31.0,9.0,4.0,57.0,492.0,100.0,1.0,70.0,12.0,19.0,335.0,131.0,126.0,4.0,12.0,1.0,26.0,13.0,15.0,10.0,1.0,13.0,22.0,124.0,38.0,51.0,56.0,17.0,19.0,1.0,18.0,16.0,36.0,29.0,236.0,350.0,150.0,12.0,610.0,7.0,11.0,8.0,1.0,406.0,1703.0,1043.0,452.0,418.0,7.0,8.0,11.0,99.0,21.0,16.0
156,Bernardo Espinosa,DF,Espanyol,30.0,2259.0,3.0,0.0,1.7,1.7,0.5,22.0,8.0,0.0,826.0,1060.0,19342.0,6385.0,6.0,16.0,479.0,564.0,341.0,480.0,4.0,29.0,1.0,0.0,55.0,1024.0,36.0,0.0,133.0,36.0,1.0,576.0,178.0,306.0,9.0,8.0,0.0,27.0,19.0,19.0,6.0,2.0,11.0,29.0,172.0,70.0,104.0,59.0,9.0,31.0,11.0,20.0,24.0,174.0,176.0,785.0,537.0,67.0,40.0,1299.0,1.0,1.0,1.0,0.0,617.0,3076.0,1438.0,745.0,701.0,12.0,3.0,33.0,342.0,100.0,54.0
157,Esquerdo,MF,Valencia,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,122.0,56.0,0.0,1.0,4.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,5.0,0.0,0.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,9.0,5.0,0.0,17.0,0.0,1.0,0.0,0.0,14.0,83.0,10.0,16.0,13.0,3.0,2.0,0.0,2.0,1.0,0.0
158,Pervis Estupiñán,DF,Osasuna,21.0,2979.0,1.0,5.0,1.3,1.3,3.6,18.0,3.0,1.0,1322.0,1823.0,23432.0,10524.0,21.0,100.0,1072.0,1267.0,229.0,456.0,44.0,100.0,57.0,37.0,243.0,1432.0,391.0,2.0,251.0,65.0,162.0,896.0,493.0,434.0,38.0,75.0,10.0,87.0,57.0,58.0,24.0,5.0,37.0,72.0,497.0,167.0,236.0,197.0,64.0,58.0,8.0,50.0,63.0,86.0,102.0,611.0,1143.0,675.0,46.0,1873.0,63.0,108.0,68.0,3.0,1361.0,9115.0,6089.0,1348.0,1193.0,58.0,52.0,42.0,368.0,45.0,41.0
159,Oghenekaro Etebo,MF,Getafe,23.0,572.0,1.0,0.0,0.6,0.6,0.2,9.0,3.0,0.0,135.0,213.0,2516.0,711.0,3.0,14.0,103.0,137.0,29.0,62.0,2.0,16.0,2.0,0.0,24.0,209.0,4.0,0.0,48.0,7.0,14.0,110.0,49.0,54.0,3.0,7.0,1.0,19.0,13.0,9.0,7.0,3.0,6.0,12.0,117.0,36.0,42.0,60.0,15.0,10.0,1.0,9.0,12.0,15.0,6.0,58.0,161.0,95.0,13.0,289.0,6.0,9.0,6.0,0.0,187.0,1140.0,605.0,194.0,162.0,10.0,9.0,8.0,72.0,23.0,12.0
160,Beñat Etxebarria,MF,Athletic Club,32.0,394.0,0.0,0.0,0.1,0.1,0.5,5.0,2.0,0.0,161.0,194.0,3422.0,954.0,3.0,5.0,115.0,125.0,43.0,64.0,11.0,13.0,2.0,0.0,23.0,162.0,32.0,1.0,27.0,11.0,21.0,110.0,31.0,53.0,2.0,12.0,1.0,7.0,4.0,2.0,3.0,2.0,1.0,10.0,82.0,19.0,21.0,52.0,9.0,8.0,1.0,7.0,2.0,8.0,8.0,34.0,153.0,57.0,4.0,203.0,0.0,1.0,1.0,0.0,124.0,457.0,227.0,141.0,129.0,2.0,4.0,2.0,43.0,5.0,4.0
161,Xabier Etxeita,DF,Getafe,31.0,1446.0,0.0,0.0,0.3,0.3,0.0,7.0,2.0,0.0,209.0,368.0,5358.0,1957.0,2.0,11.0,107.0,174.0,100.0,183.0,1.0,18.0,1.0,1.0,32.0,349.0,19.0,0.0,56.0,16.0,1.0,124.0,65.0,179.0,4.0,5.0,0.0,22.0,11.0,8.0,13.0,1.0,9.0,20.0,140.0,46.0,55.0,71.0,14.0,21.0,6.0,15.0,16.0,158.0,64.0,252.0,309.0,30.0,11.0,564.0,0.0,0.0,0.0,0.0,154.0,790.0,365.0,173.0,168.0,0.0,1.0,16.0,182.0,54.0,35.0
162,Edu Expósito,MF,Eibar,22.0,2316.0,4.0,1.0,2.8,1.1,1.3,33.0,16.0,0.0,759.0,933.0,14891.0,3121.0,8.0,26.0,557.0,650.0,194.0,257.0,19.0,82.0,14.0,3.0,70.0,909.0,24.0,1.0,177.0,32.0,19.0,614.0,146.0,173.0,10.0,42.0,3.0,56.0,41.0,11.0,29.0,16.0,16.0,58.0,480.0,148.0,103.0,290.0,87.0,28.0,6.0,22.0,38.0,36.0,33.0,194.0,732.0,320.0,25.0,1153.0,26.0,36.0,26.0,0.0,752.0,3970.0,1813.0,756.0,671.0,23.0,22.0,29.0,310.0,46.0,60.0
163,Fabricio,GK,Mallorca,31.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,33.0,874.0,593.0,0.0,0.0,6.0,6.0,18.0,27.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,6.0,0.0,0.0,13.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,35.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,15.0,61.0,23.0,14.0,14.0,1.0,0.0,1.0,6.0,0.0,0.0
164,Fayçal Fajr,MF,Getafe,30.0,403.0,0.0,0.0,0.4,0.4,0.5,8.0,2.0,2.0,120.0,192.0,2963.0,914.0,1.0,6.0,70.0,90.0,49.0,96.0,9.0,22.0,3.0,2.0,26.0,152.0,40.0,0.0,31.0,31.0,32.0,71.0,37.0,84.0,1.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,75.0,24.0,13.0,41.0,21.0,7.0,0.0,7.0,3.0,8.0,2.0,28.0,113.0,97.0,4.0,187.0,2.0,2.0,2.0,1.0,117.0,407.0,162.0,139.0,111.0,3.0,2.0,3.0,55.0,6.0,10.0
165,Eliseo Falcon,"DF,MF",Levante,22.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,470.0,135.0,0.0,0.0,16.0,16.0,6.0,8.0,0.0,2.0,0.0,0.0,2.0,22.0,2.0,0.0,9.0,2.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,15.0,13.0,2.0,0.0,26.0,2.0,2.0,2.0,0.0,23.0,173.0,92.0,19.0,19.0,0.0,0.0,2.0,3.0,1.0,0.0
166,Ansu Fati,"FW,DF",Barcelona,16.0,1027.0,7.0,1.0,3.6,3.6,1.8,33.0,12.0,0.0,446.0,538.0,5570.0,949.0,16.0,37.0,415.0,467.0,15.0,34.0,17.0,14.0,13.0,2.0,28.0,520.0,18.0,0.0,71.0,8.0,20.0,433.0,60.0,45.0,17.0,38.0,3.0,19.0,10.0,4.0,7.0,8.0,6.0,16.0,224.0,68.0,39.0,95.0,90.0,16.0,1.0,15.0,5.0,3.0,8.0,41.0,238.0,503.0,110.0,708.0,23.0,56.0,26.0,1.0,590.0,4224.0,2860.0,702.0,600.0,34.0,22.0,19.0,54.0,6.0,10.0
167,Aleix Febas,MF,Mallorca,23.0,1690.0,0.0,3.0,0.6,0.6,1.4,8.0,3.0,0.0,585.0,691.0,8996.0,2050.0,26.0,44.0,487.0,554.0,72.0,93.0,19.0,38.0,9.0,0.0,51.0,673.0,18.0,2.0,166.0,13.0,2.0,538.0,98.0,55.0,19.0,42.0,5.0,40.0,25.0,19.0,18.0,3.0,10.0,29.0,366.0,95.0,108.0,196.0,62.0,16.0,1.0,15.0,18.0,3.0,9.0,150.0,523.0,292.0,42.0,889.0,30.0,48.0,30.0,2.0,716.0,4027.0,2120.0,819.0,671.0,32.0,43.0,19.0,125.0,3.0,16.0
168,Zouhair Feddal,DF,Betis,30.0,1431.0,1.0,2.0,0.7,0.7,0.7,9.0,3.0,0.0,917.0,1062.0,21103.0,6462.0,8.0,16.0,577.0,620.0,332.0,426.0,5.0,41.0,2.0,0.0,54.0,1015.0,47.0,1.0,122.0,41.0,0.0,752.0,108.0,202.0,4.0,13.0,4.0,17.0,11.0,9.0,7.0,1.0,4.0,10.0,124.0,41.0,60.0,59.0,5.0,19.0,10.0,9.0,24.0,113.0,177.0,671.0,611.0,35.0,16.0,1193.0,4.0,5.0,4.0,0.0,793.0,4412.0,2480.0,881.0,866.0,5.0,4.0,23.0,159.0,41.0,22.0
169,Ljubomir Fejsa,MF,Alavés,30.0,786.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,234.0,290.0,4376.0,942.0,5.0,18.0,180.0,209.0,49.0,63.0,1.0,18.0,0.0,0.0,19.0,288.0,2.0,0.0,63.0,3.0,0.0,174.0,55.0,61.0,4.0,3.0,0.0,27.0,17.0,13.0,14.0,0.0,7.0,27.0,213.0,55.0,76.0,125.0,12.0,9.0,1.0,8.0,6.0,15.0,24.0,110.0,219.0,36.0,0.0,355.0,3.0,4.0,4.0,0.0,178.0,685.0,132.0,196.0,178.0,2.0,3.0,24.0,114.0,20.0,9.0
170,Nabil Fekir,"MF,FW",Betis,26.0,2638.0,7.0,4.0,7.4,6.6,2.6,101.0,40.0,8.0,839.0,1034.0,13881.0,3618.0,27.0,71.0,673.0,764.0,139.0,199.0,37.0,87.0,35.0,6.0,97.0,979.0,55.0,2.0,259.0,43.0,51.0,762.0,142.0,130.0,21.0,111.0,11.0,43.0,26.0,18.0,16.0,9.0,7.0,31.0,594.0,144.0,100.0,302.0,192.0,36.0,5.0,31.0,13.0,6.0,16.0,153.0,784.0,732.0,147.0,1472.0,85.0,128.0,88.0,3.0,1290.0,9026.0,5333.0,1486.0,1197.0,68.0,74.0,69.0,158.0,26.0,46.0
171,Felipe,DF,Atlético Madrid,30.0,2102.0,1.0,0.0,1.1,1.1,0.1,20.0,5.0,0.0,707.0,887.0,14770.0,5695.0,11.0,27.0,492.0,552.0,204.0,308.0,4.0,28.0,0.0,0.0,28.0,856.0,31.0,0.0,135.0,25.0,1.0,564.0,97.0,226.0,9.0,12.0,2.0,33.0,18.0,26.0,7.0,0.0,14.0,25.0,160.0,58.0,100.0,52.0,8.0,29.0,16.0,13.0,45.0,186.0,174.0,636.0,552.0,45.0,28.0,1144.0,4.0,5.0,4.0,1.0,607.0,3700.0,1500.0,662.0,631.0,4.0,2.0,30.0,228.0,82.0,33.0
172,João Félix,"FW,MF",Atlético Madrid,19.0,1745.0,6.0,1.0,7.4,7.4,2.6,64.0,18.0,2.0,410.0,531.0,5830.0,1604.0,19.0,44.0,356.0,421.0,35.0,66.0,17.0,41.0,11.0,1.0,54.0,506.0,25.0,3.0,105.0,9.0,18.0,371.0,88.0,72.0,12.0,50.0,4.0,9.0,4.0,2.0,4.0,3.0,0.0,14.0,211.0,47.0,23.0,122.0,66.0,11.0,1.0,10.0,11.0,9.0,9.0,75.0,401.0,360.0,85.0,748.0,20.0,58.0,24.0,5.0,590.0,3478.0,2135.0,862.0,611.0,40.0,18.0,33.0,86.0,16.0,48.0
173,Matheus Fernandes,MF,Valladolid,21.0,166.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
174,Aitor Fernández,GK,Levante,28.0,3240.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,751.0,1118.0,23462.0,15254.0,10.0,10.0,349.0,351.0,392.0,757.0,1.0,10.0,0.0,0.0,0.0,647.0,471.0,1.0,60.0,28.0,0.0,486.0,90.0,542.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1098.0,1249.0,10.0,0.0,0.0,792.0,0.0,0.0,0.0,0.0,447.0,2266.0,1604.0,347.0,345.0,0.0,1.0,1.0,193.0,0.0,0.0
175,Andrés Fernández,GK,Villarreal,32.0,384.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,119.0,152.0,3111.0,1640.0,1.0,1.0,77.0,77.0,41.0,74.0,1.0,1.0,0.0,0.0,0.0,98.0,54.0,0.0,7.0,6.0,0.0,92.0,6.0,54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,164.0,1.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,78.0,378.0,197.0,69.0,69.0,0.0,0.0,1.0,23.0,0.0,0.0
176,Carlos Fernández,"FW,MF",Granada,23.0,2201.0,10.0,3.0,8.7,8.0,1.7,45.0,18.0,3.0,381.0,627.0,5946.0,1432.0,12.0,51.0,313.0,471.0,56.0,105.0,17.0,31.0,8.0,2.0,41.0,604.0,23.0,2.0,212.0,11.0,13.0,339.0,162.0,126.0,17.0,44.0,9.0,24.0,13.0,6.0,11.0,7.0,4.0,30.0,539.0,121.0,31.0,297.0,211.0,24.0,3.0,21.0,11.0,32.0,37.0,90.0,495.0,405.0,79.0,914.0,33.0,58.0,37.0,2.0,555.0,3319.0,1471.0,1051.0,660.0,69.0,39.0,60.0,134.0,75.0,130.0
177,Gabriel Fernández,"FW,MF",Celta Vigo,25.0,561.0,1.0,1.0,1.0,1.0,0.3,7.0,3.0,0.0,84.0,123.0,1298.0,266.0,7.0,14.0,63.0,87.0,14.0,22.0,2.0,8.0,2.0,0.0,7.0,117.0,6.0,0.0,47.0,4.0,2.0,73.0,23.0,27.0,3.0,4.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,76.0,20.0,4.0,38.0,34.0,6.0,1.0,5.0,2.0,2.0,4.0,16.0,103.0,92.0,31.0,187.0,8.0,13.0,8.0,0.0,135.0,1050.0,413.0,263.0,150.0,21.0,12.0,17.0,23.0,26.0,26.0
178,Joaquín Fernández,"MF,DF",Valladolid,23.0,1659.0,2.0,0.0,0.7,0.7,0.1,10.0,4.0,0.0,609.0,748.0,12948.0,3131.0,13.0,22.0,410.0,462.0,186.0,264.0,4.0,44.0,4.0,0.0,48.0,716.0,32.0,0.0,111.0,31.0,0.0,480.0,92.0,176.0,9.0,14.0,2.0,37.0,23.0,23.0,14.0,0.0,9.0,33.0,272.0,74.0,121.0,135.0,16.0,33.0,10.0,23.0,31.0,92.0,74.0,330.0,598.0,54.0,10.0,915.0,8.0,10.0,9.0,0.0,510.0,2249.0,878.0,566.0,542.0,5.0,4.0,32.0,179.0,45.0,36.0
